suburb_name,suburb_slug,suburb_id,median_price_nzd,for_sale,sold_last_12m
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Rangitikei Surrounds,rangitikei-surrounds,3730,507500,-,-
Rangitikei Surrounds,wainuioru,4234,507500,-,-
Rangitikei Surrounds,tuatapere,3901,507500,-,-
Rangitikei Surrounds,tomarata,1300,507500,-,-
Rangitikei Surrounds,whangaehu-valley,2518,507500,-,-
Rangitikei Surrounds,oakleigh,4320,507500,-,-
Rangitikei Surrounds,lake-hayes-estate,4257,507500,-,-
Rangitikei Surrounds,mangaweka,3118,507500,-,-
Rangitikei Surrounds,lake-alice,2266,507500,-,-
Rangitikei Surrounds,koitiata,282,507500,-,-
Rangitikei Surrounds,waikaia,4346,507500,-,-
Rangitikei Surrounds,waianiwa,4326,507500,-,-
Rangitikei Surrounds,middleton,692,507500,-,-
Rangitikei Surrounds,panguru,10277,507500,-,-
Rangitikei Surrounds,tinui,4230,507500,-,-
Rangitikei Surrounds,oakura-coast,3761,507500,-,-
Rangitikei Surrounds,parewanui,1740,507500,-,-
Rangitikei Surrounds,tahekeroa,10276,507500,-,-
Rangitikei Surrounds,te-whiti,80,507500,-,-
Rangitikei Surrounds,te-anau-surrounds,3892,507500,-,-
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Wyndham Surrounds,wyndham-surrounds,3753,560000,7,1
Wyndham Surrounds,koitiata,282,560000,7,1
Wyndham Surrounds,wyndham,4348,560000,7,1
Wyndham Surrounds,wharehine,1542,560000,7,1
Wyndham Surrounds,makarora,4296,560000,7,1
Wyndham Surrounds,mangaweka,3118,560000,7,1
Wyndham Surrounds,lake-hayes-estate,4257,560000,7,1
Wyndham Surrounds,wainuioru,4234,560000,7,1
Wyndham Surrounds,whangaparaoa,4250,560000,7,1
Wyndham Surrounds,hedgehope,4373,560000,7,1
Wyndham Surrounds,cape-palliser,4224,560000,7,1
Wyndham Surrounds,hinakura,1813,560000,7,1
Wyndham Surrounds,te-anau-surrounds,3892,560000,7,1
Wyndham Surrounds,tuatapere,3901,560000,7,1
Wyndham Surrounds,tomarata,1300,560000,7,1
Wyndham Surrounds,middleton,692,560000,7,1
Wyndham Surrounds,norsewood,1287,560000,7,1
Wyndham Surrounds,turakina,1014,560000,7,1
Wyndham Surrounds,whangaehu-valley,2518,560000,7,1
Wyndham Surrounds,tanners-point,10278,560000,7,1
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Pongaroa,pongaroa,4223,220000,8,1
Pongaroa,woodville,4222,220000,8,1
Pongaroa,kapiti-coast-surrounds,3768,220000,8,1
Pongaroa,coromandel-coast,3692,220000,8,1
Pongaroa,okara,3785,220000,8,1
Pongaroa,mangaweka,3118,220000,8,1
Pongaroa,ratana,1934,220000,8,1
Pongaroa,wyndham-surrounds,3753,220000,8,1
Pongaroa,hinakura,1813,220000,8,1
Pongaroa,cape-palliser,4224,220000,8,1
Pongaroa,tomarata,1300,220000,8,1
Pongaroa,tahekeroa,10276,220000,8,1
Pongaroa,whangaparaoa,4250,220000,8,1
Pongaroa,wayby-valley,2997,220000,8,1
Pongaroa,taihape-and-surrounds,4055,220000,8,1
Pongaroa,ferndale,636,220000,8,1
Pongaroa,wainuioru,4234,220000,8,1
Pongaroa,egmont-village,4016,220000,8,1
Pongaroa,woodlands,156,220000,8,1
Pongaroa,oakleigh,4320,220000,8,1
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Cornwallis,cornwallis,457,984122,1,1
Cornwallis,ratana,1934,984122,1,1
Cornwallis,pahiatua,4220,984122,1,1
Cornwallis,marybank,1380,984122,1,1
Cornwallis,koitiata,282,984122,1,1
Cornwallis,wyndham,4348,984122,1,1
Cornwallis,makarora,4296,984122,1,1
Cornwallis,hot-water-beach,2798,984122,1,1
Cornwallis,tanners-point,10278,984122,1,1
Cornwallis,tora,4351,984122,1,1
Cornwallis,tuturumuri,2552,984122,1,1
Cornwallis,hikutaia,1177,984122,1,1
Cornwallis,lake-ferry,4307,984122,1,1
Cornwallis,kaimarama,2651,984122,1,1
Cornwallis,oakleigh,4320,984122,1,1
Cornwallis,newton,4297,984122,1,1
Cornwallis,fitzroy,2329,984122,1,1
Cornwallis,whananaki,2832,984122,1,1
Cornwallis,hinakura,1813,984122,1,1
Cornwallis,lepperton,4015,984122,1,1
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Mokau,mokau,1657,267500,4,1
Mokau,waikaia,4346,267500,4,1
Mokau,matatoki,1349,267500,4,1
Mokau,marybank,1380,267500,4,1
Mokau,putiki,4057,267500,4,1
Mokau,tahekeroa,10276,267500,4,1
Mokau,brunswick,4060,267500,4,1
Mokau,east-coast-surrounds,3695,267500,4,1
Mokau,rangitikei-surrounds,3730,267500,4,1
Mokau,pongaroa,4223,267500,4,1
Mokau,puriri,2189,267500,4,1
Mokau,karekare,3064,267500,4,1
Mokau,whangaparaoa,4250,267500,4,1
Mokau,woodhill-forest,347,267500,4,1
Mokau,whangarei-area,4276,267500,4,1
Mokau,koitiata,282,267500,4,1
Mokau,hedgehope,4373,267500,4,1
Mokau,tinui,4230,267500,4,1
Mokau,mangorei,4352,267500,4,1
Mokau,whangarei-central,1852,267500,4,1
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Te Anau Surrounds,te-anau-surrounds,3892,700000,1,1
Te Anau Surrounds,tanners-point,10278,700000,1,1
Te Anau Surrounds,kaimarama,2651,700000,1,1
Te Anau Surrounds,thames-surrounds,3760,700000,1,1
Te Anau Surrounds,turakina,1014,700000,1,1
Te Anau Surrounds,oakleigh,4320,700000,1,1
Te Anau Surrounds,puriri,2189,700000,1,1
Te Anau Surrounds,opito-bay,555,700000,1,1
Te Anau Surrounds,tahekeroa,10276,700000,1,1
Te Anau Surrounds,pongaroa,4223,700000,1,1
Te Anau Surrounds,matatoki,1349,700000,1,1
Te Anau Surrounds,mokau,1657,700000,1,1
Te Anau Surrounds,woodlands,156,700000,1,1
Te Anau Surrounds,mangorei,4352,700000,1,1
Te Anau Surrounds,tuateawa,3859,700000,1,1
Te Anau Surrounds,woodhill-forest,347,700000,1,1
Te Anau Surrounds,bastia-hill,1877,700000,1,1
Te Anau Surrounds,mangamahu,1277,700000,1,1
Te Anau Surrounds,lake-alice,2266,700000,1,1
Te Anau Surrounds,hot-water-beach,2798,700000,1,1
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Tarata,tarata,4014,305000,-,-
Tarata,whangarei-surrounds,3762,305000,-,-
Tarata,marybank,1380,305000,-,-
Tarata,bastia-hill,1877,305000,-,-
Tarata,lake-alice,2266,305000,-,-
Tarata,wayby-valley,2997,305000,-,-
Tarata,waikaia,4346,305000,-,-
Tarata,omata,2441,305000,-,-
Tarata,fitzroy,2329,305000,-,-
Tarata,new-plymouth-area-surrounds,3719,305000,-,-
Tarata,kaikoura-surrounds,3705,305000,-,-
Tarata,parewanui,1740,305000,-,-
Tarata,uruti,4005,305000,-,-
Tarata,tarurutangi,3131,305000,-,-
Tarata,woodhill-forest,347,305000,-,-
Tarata,hikuai,3857,305000,-,-
Tarata,thames-surrounds,3760,305000,-,-
Tarata,karekare,3064,305000,-,-
Tarata,ferndale,636,305000,-,-
Tarata,westmere,2407,305000,-,-
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Gracefield,gracefield,121,571000,1,1
Gracefield,papatowaipounawea,3911,571000,1,1
Gracefield,whangaehu,3034,571000,1,1
Gracefield,lake-hayes-estate,4257,571000,1,1
Gracefield,hutt-valley-surrounds,4246,571000,1,1
Gracefield,kaitoke,1611,571000,1,1
Gracefield,oaro,4200,571000,1,1
Gracefield,korito,4353,571000,1,1
Gracefield,onaero,4368,571000,1,1
Gracefield,awatere-valley,1586,571000,1,1
Gracefield,tanners-point,10278,571000,1,1
Gracefield,middleton,692,571000,1,1
Gracefield,catlins-surrounds,3687,571000,1,1
Gracefield,hurunui-surrounds,3702,571000,1,1
Gracefield,cornwallis,457,571000,1,1
Gracefield,lake-alice,2266,571000,1,1
Gracefield,turakina,1014,571000,1,1
Gracefield,awapuni,3998,571000,1,1
Gracefield,hahei,1824,571000,1,1
Gracefield,pahiatua,4220,571000,1,1
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Eltham,eltham,4024,460000,7,1
Eltham,turakina,1014,460000,7,1
Eltham,clarence,4197,460000,7,1
Eltham,whangarei-central,1852,460000,7,1
Eltham,wyndham,4348,460000,7,1
Eltham,whangateau,161,460000,7,1
Eltham,wayby-valley,2997,460000,7,1
Eltham,brunswick,4060,460000,7,1
Eltham,whenuakite,2405,460000,7,1
Eltham,whangaehu,3034,460000,7,1
Eltham,okoki,1138,460000,7,1
Eltham,koitiata,282,460000,7,1
Eltham,macdonald-downs,1959,460000,7,1
Eltham,ferndale,636,460000,7,1
Eltham,cape-palliser,4224,460000,7,1
Eltham,tuturumuri,2552,460000,7,1
Eltham,chaslands,3207,460000,7,1
Eltham,woodlands,156,460000,7,1
Eltham,te-kouma,3860,460000,7,1
Eltham,coromandel-coast,3692,460000,7,1
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Whangarei Surrounds,whangarei-surrounds,3762,-,1,1
Whangarei Surrounds,hahei,1824,-,1,1
Whangarei Surrounds,clyde-hill,2624,-,1,1
Whangarei Surrounds,waitotara,4020,-,1,1
Whangarei Surrounds,virginia,1162,-,1,1
Whangarei Surrounds,whakatete-bay,404,-,1,1
Whangarei Surrounds,hundalee,4139,-,1,1
Whangarei Surrounds,pirinoa,4228,-,1,1
Whangarei Surrounds,te-whiti,80,-,1,1
Whangarei Surrounds,opito-bay,555,-,1,1
Whangarei Surrounds,woodville,4222,-,1,1
Whangarei Surrounds,wanganui-surrounds,3745,-,1,1
Whangarei Surrounds,koitiata,282,-,1,1
Whangarei Surrounds,makarora,4296,-,1,1
Whangarei Surrounds,makaraka,1654,-,1,1
Whangarei Surrounds,okato,4011,-,1,1
Whangarei Surrounds,motumahanga-saddleback,1585,-,1,1
Whangarei Surrounds,mokau,1657,-,1,1
Whangarei Surrounds,hikuai,3857,-,1,1
Whangarei Surrounds,port-underwood,4286,-,1,1
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Matemateaonga,matemateaonga,4029,-,-,-
Matemateaonga,whangapoua,3863,-,-,-
Matemateaonga,cornwallis,457,-,-,-
Matemateaonga,new-plymouth-city-surrounds,3758,-,-,-
Matemateaonga,ratana,1934,-,-,-
Matemateaonga,matahiwi,4061,-,-,-
Matemateaonga,whangaehu,3034,-,-,-
Matemateaonga,turakina,1014,-,-,-
Matemateaonga,waitete-bay,4280,-,-,-
Matemateaonga,blackhead,2325,-,-,-
Matemateaonga,hapuku,4199,-,-,-
Matemateaonga,aramoana,2576,-,-,-
Matemateaonga,mangamahu,1277,-,-,-
Matemateaonga,mana,1313,-,-,-
Matemateaonga,tarata,4014,-,-,-
Matemateaonga,midhirst,4003,-,-,-
Matemateaonga,tapu,49,-,-,-
Matemateaonga,kenepuru-sound,3708,-,-,-
Matemateaonga,thames-surrounds,3760,-,-,-
Matemateaonga,hicks-bay,3990,-,-,-
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Seaview,seaview,890,1050000,-,-
Seaview,okoia,2970,1050000,-,-
Seaview,mangorei,4352,1050000,-,-
Seaview,hundalee,4139,1050000,-,-
Seaview,stag-and-spey,234,1050000,-,-
Seaview,hicks-bay,3990,1050000,-,-
Seaview,east-coast-surrounds,3695,1050000,-,-
Seaview,panguru,10277,1050000,-,-
Seaview,ratana,1934,1050000,-,-
Seaview,brunswick,4060,1050000,-,-
Seaview,tennyson-inlet,257,1050000,-,-
Seaview,kai-iwi,4058,1050000,-,-
Seaview,rangitikei-surrounds,3730,1050000,-,-
Seaview,whakatete-bay,404,1050000,-,-
Seaview,spring-creek,2058,1050000,-,-
Seaview,pouawa,1532,1050000,-,-
Seaview,oakleigh,4320,1050000,-,-
Seaview,opoutere,1422,1050000,-,-
Seaview,whangaehu,3034,1050000,-,-
Seaview,mangamahu,1277,1050000,-,-
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Lake Alice,lake-alice,2266,760000,1,-
Lake Alice,port-underwood,4286,760000,1,-
Lake Alice,patutahi,511,760000,1,-
Lake Alice,okiwi-bay,3795,760000,1,-
Lake Alice,parewanui,1740,760000,1,-
Lake Alice,manutuke,1263,760000,1,-
Lake Alice,marfell,887,760000,1,-
Lake Alice,tomarata,1300,760000,1,-
Lake Alice,omaka,3277,760000,1,-
Lake Alice,south-otago-coastal,3776,760000,1,-
Lake Alice,tora,4351,760000,1,-
Lake Alice,chaslands,3207,760000,1,-
Lake Alice,tiraumea,177,760000,1,-
Lake Alice,wayby-valley,2997,760000,1,-
Lake Alice,kaka-point,3909,760000,1,-
Lake Alice,whangaparaoa,4250,760000,1,-
Lake Alice,tongaporutu,4004,760000,1,-
Lake Alice,whangateau,161,760000,1,-
Lake Alice,wharehine,1542,760000,1,-
Lake Alice,woodhill-forest,347,760000,1,-
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Central Hutt,central-hutt,3690,-,9,-
Central Hutt,mourea,1394,-,9,-
Central Hutt,opoutere,1422,-,9,-
Central Hutt,craigs-flat,2522,-,9,-
Central Hutt,kenepuru-sound,3708,-,9,-
Central Hutt,midhirst,4003,-,9,-
Central Hutt,waikawa,3798,-,9,-
Central Hutt,omaka,3277,-,9,-
Central Hutt,cornwallis,457,-,9,-
Central Hutt,lake-pearson,3195,-,9,-
Central Hutt,kensington,1677,-,9,-
Central Hutt,east-otago,3696,-,9,-
Central Hutt,stephens-island-takapourewa,2276,-,9,-
Central Hutt,henley,3914,-,9,-
Central Hutt,elsthorpe,3971,-,9,-
Central Hutt,pohokura-and-surrounds,4002,-,9,-
Central Hutt,uruti,4005,-,9,-
Central Hutt,karekare,3064,-,9,-
Central Hutt,wyndham-surrounds,3753,-,9,-
Central Hutt,elsdon,618,-,9,-
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Weedons,weedons,4300,-,1,1
Weedons,nelson-surrounds,3718,-,1,1
Weedons,waipaoa,4358,-,1,1
Weedons,west-otago-surrounds,3746,-,1,1
Weedons,wainuioru,4234,-,1,1
Weedons,central-hawkes-bay-country,3689,-,1,1
Weedons,hutt-valley-surrounds,4246,-,1,1
Weedons,koitiata,282,-,1,1
Weedons,craigieburn,4132,-,1,1
Weedons,whangaehu-valley,2518,-,1,1
Weedons,central-hawkes-bay-coastal,3688,-,1,1
Weedons,matawai,3994,-,1,1
Weedons,spring-creek,2058,-,1,1
Weedons,patea,4021,-,1,1
Weedons,ratana,1934,-,1,1
Weedons,tanners-point,10278,-,1,1
Weedons,pahiatua,4220,-,1,1
Weedons,lake-alice,2266,-,1,1
Weedons,hamilton-surrounds,3700,-,1,1
Weedons,opotiki-surrounds,3723,-,1,1
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Port Charles,port-charles,851,475000,1,1
Port Charles,awatere-valley,1586,475000,1,1
Port Charles,okaiawa,4028,475000,1,1
Port Charles,normanby,4239,475000,1,1
Port Charles,lake-alice,2266,475000,1,1
Port Charles,okoki,1138,475000,1,1
Port Charles,mahau-sound,1013,475000,1,1
Port Charles,matokitoki,16,475000,1,1
Port Charles,the-brook,2009,475000,1,1
Port Charles,brunswick,4060,475000,1,1
Port Charles,tarurutangi,3131,475000,1,1
Port Charles,wanaka-surrounds,3744,475000,1,1
Port Charles,parikino,4059,475000,1,1
Port Charles,tiniroto,2368,475000,1,1
Port Charles,woodville,4222,475000,1,1
Port Charles,lake-areas,3759,475000,1,1
Port Charles,lake-okareka,1744,475000,1,1
Port Charles,lake-rotoehu,4324,475000,1,1
Port Charles,lake-rotoiti,4323,475000,1,1
Port Charles,okiwi-bay,3795,475000,1,1
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Malvern Hills,malvern-hills,2967,300000,-,-
Malvern Hills,pencarrow-head,4103,300000,-,-
Malvern Hills,clarence,4197,300000,-,-
Malvern Hills,port-nelson,3191,300000,-,-
Malvern Hills,mourea,1394,300000,-,-
Malvern Hills,hillsborough,4009,300000,-,-
Malvern Hills,ngapuna,1140,300000,-,-
Malvern Hills,dartmoor,1373,300000,-,-
Malvern Hills,woodbourne,547,300000,-,-
Malvern Hills,pongaroa,4223,300000,-,-
Malvern Hills,new-plymouth-coastal,3720,300000,-,-
Malvern Hills,pohokura-and-surrounds,4002,300000,-,-
Malvern Hills,manutuke,1263,300000,-,-
Malvern Hills,grovetown,2935,300000,-,-
Malvern Hills,mount-cargill,2843,300000,-,-
Malvern Hills,marlborough-country,3712,300000,-,-
Malvern Hills,rotorua-surrounds,3733,300000,-,-
Malvern Hills,mokau,1657,300000,-,-
Malvern Hills,craigs-flat,2522,300000,-,-
Malvern Hills,opunake,4025,300000,-,-
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Stag And Spey,stag-and-spey,234,-,-,-
Stag And Spey,gracefield,121,-,-,-
Stag And Spey,whangamoa,2137,-,-,-
Stag And Spey,new-plymouth-coastal,3720,-,-,-
Stag And Spey,longlands,3104,-,-,-
Stag And Spey,awatere-valley,1586,-,-,-
Stag And Spey,te-araroa,2054,-,-,-
Stag And Spey,cable-bay,86,-,-,-
Stag And Spey,puriri,2189,-,-,-
Stag And Spey,ongaonga,3983,-,-,-
Stag And Spey,highcliff,172,-,-,-
Stag And Spey,kuripapango,1354,-,-,-
Stag And Spey,waipaoa,4358,-,-,-
Stag And Spey,motutapere-island,671,-,-,-
Stag And Spey,muriwai,3996,-,-,-
Stag And Spey,matapihi,3066,-,-,-
Stag And Spey,weedons,4300,-,-,-
Stag And Spey,burnside,829,-,-,-
Stag And Spey,virginia,1162,-,-,-
Stag And Spey,ohauiti,4283,-,-,-
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Ohauiti,ohauiti,4283,-,1,2
Ohauiti,oropi,4282,-,1,2
Ohauiti,karangahake,637,-,1,2
Ohauiti,turakina,1014,-,1,2
Ohauiti,poukawa,3981,-,1,2
Ohauiti,patutahi,511,-,1,2
Ohauiti,pyes-pa,4281,-,1,2
Ohauiti,woodbourne,547,-,1,2
Ohauiti,coromandel-coast,3692,-,1,2
Ohauiti,tauranga-surrounds,3741,-,1,2
Ohauiti,central-hawkes-bay-country,3689,-,1,2
Ohauiti,greenfield,4204,-,1,2
Ohauiti,washington-valley,508,-,1,2
Ohauiti,mount-grand,1236,-,1,2
Ohauiti,oakura-coast,3761,-,1,2
Ohauiti,manutuke,1263,-,1,2
Ohauiti,matakana-island,4251,-,1,2
Ohauiti,rimutaka-hill,797,-,1,2
Ohauiti,egmont-village,4016,-,1,2
Ohauiti,puriri,2189,-,1,2
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Fitzroy,fitzroy,2329,1300000,5,1
Fitzroy,pahoia,4299,1300000,5,1
Fitzroy,uruti,4005,1300000,5,1
Fitzroy,korito,4353,1300000,5,1
Fitzroy,glentui,4118,1300000,5,1
Fitzroy,mangaorapa,2369,1300000,5,1
Fitzroy,ohariu,2652,1300000,5,1
Fitzroy,macdonald-downs,1959,1300000,5,1
Fitzroy,craigieburn,4132,1300000,5,1
Fitzroy,western-bop-surrounds,3960,1300000,5,1
Fitzroy,hutt-valley-surrounds,4246,1300000,5,1
Fitzroy,timaru-surrounds,3765,1300000,5,1
Fitzroy,mangaweka,3118,1300000,5,1
Fitzroy,kaitoke,1611,1300000,5,1
Fitzroy,matahi,1383,1300000,5,1
Fitzroy,whenuakite,2405,1300000,5,1
Fitzroy,east-otago,3696,1300000,5,1
Fitzroy,horokiwi,3048,1300000,5,1
Fitzroy,smithfield,1154,1300000,5,1
Fitzroy,moonshine-valley,2621,1300000,5,1
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Glenduan,glenduan,2085,1042000,1,1
Glenduan,okara,3785,1042000,1,1
Glenduan,atapo,788,1042000,1,1
Glenduan,ohariu,2652,1042000,1,1
Glenduan,waipawa,2132,1042000,1,1
Glenduan,waikaia,4346,1042000,1,1
Glenduan,horokiwi,3048,1042000,1,1
Glenduan,putiki,4057,1042000,1,1
Glenduan,ward,965,1042000,1,1
Glenduan,mahina-bay,4101,1042000,1,1
Glenduan,parewanui,1740,1042000,1,1
Glenduan,north-otago,3721,1042000,1,1
Glenduan,papatowaipounawea,3911,1042000,1,1
Glenduan,whakatete-bay,404,1042000,1,1
Glenduan,enfield-and-surrounds,3939,1042000,1,1
Glenduan,rapaura,3804,1042000,1,1
Glenduan,ngatapa,3995,1042000,1,1
Glenduan,tanners-point,10278,1042000,1,1
Glenduan,turangaomoana,2250,1042000,1,1
Glenduan,port-nelson,3191,1042000,1,1
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Parikino,parikino,4059,635000,4,-
Parikino,oakura-coast,3761,635000,4,-
Parikino,delaware-bay,2447,635000,4,-
Parikino,okaiawa,4028,635000,4,-
Parikino,wakapuaka,2799,635000,4,-
Parikino,karangahake,637,635000,4,-
Parikino,whangarei-surrounds,3762,635000,4,-
Parikino,bastia-hill,1877,635000,4,-
Parikino,kuripapango,1354,635000,4,-
Parikino,tahora,4001,635000,4,-
Parikino,clyde-hill,2624,635000,4,-
Parikino,douglas,4000,635000,4,-
Parikino,spring-creek,2058,635000,4,-
Parikino,woodbourne,547,635000,4,-
Parikino,whakatu,2303,635000,4,-
Parikino,omahu,1099,635000,4,-
Parikino,ohangai,839,635000,4,-
Parikino,waverley,1811,635000,4,-
Parikino,manaia,4026,635000,4,-
Parikino,onaero,4368,635000,4,-
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Port Underwood,port-underwood,4286,570000,1,1
Port Underwood,catlins-surrounds,3687,570000,1,1
Port Underwood,douglas,4000,570000,1,1
Port Underwood,waverley,1811,570000,1,1
Port Underwood,grovetown,2935,570000,1,1
Port Underwood,gisborne-coastal,3767,570000,1,1
Port Underwood,longlands,3104,570000,1,1
Port Underwood,matapouri-bay,10279,570000,1,1
Port Underwood,whangarei-area,4276,570000,1,1
Port Underwood,stag-and-spey,234,570000,1,1
Port Underwood,stratford,3999,570000,1,1
Port Underwood,kohukohu,56,570000,1,1
Port Underwood,springvale,2702,570000,1,1
Port Underwood,central-hawkes-bay-coastal,3688,570000,1,1
Port Underwood,tuturumuri,2552,570000,1,1
Port Underwood,hastings-country,3701,570000,1,1
Port Underwood,napier-port,388,570000,1,1
Port Underwood,lepperton,4015,570000,1,1
Port Underwood,pohokura-and-surrounds,4002,570000,1,1
Port Underwood,nelson-bays-coastal,3716,570000,1,1
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Midhirst,midhirst,4003,207000,1,1
Midhirst,woodville,4222,207000,1,1
Midhirst,pandora,35,207000,1,1
Midhirst,kaikohe-west,3835,207000,1,1
Midhirst,blackhead,2325,207000,1,1
Midhirst,waiwhare,2317,207000,1,1
Midhirst,national-park,4034,207000,1,1
Midhirst,okato,4011,207000,1,1
Midhirst,pukeuri,594,207000,1,1
Midhirst,oakura,4012,207000,1,1
Midhirst,atapo,788,207000,1,1
Midhirst,marfell,887,207000,1,1
Midhirst,waipatu,3286,207000,1,1
Midhirst,spring-creek,2058,207000,1,1
Midhirst,port-nelson,3191,207000,1,1
Midhirst,central-hawkes-bay-coastal,3688,207000,1,1
Midhirst,tuatapere,3901,207000,1,1
Midhirst,omahu,1099,207000,1,1
Midhirst,hikuai,3857,207000,1,1
Midhirst,hokianga-surrounds,4249,207000,1,1
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Atapo,atapo,788,-,-,-
Atapo,new-caledonia,3309,-,-,-
Atapo,buller-surrounds,3772,-,-,-
Atapo,okoia,2970,-,-,-
Atapo,golden-downs,2736,-,-,-
Atapo,reefton,4208,-,-,-
Atapo,waipukurau-and-surrounds,3973,-,-,-
Atapo,moana,2380,-,-,-
Atapo,east-otago,3696,-,-,-
Atapo,fernhill,26,-,-,-
Atapo,waimangaroa,831,-,-,-
Atapo,stephens-island-takapourewa,2276,-,-,-
Atapo,whangara,4291,-,-,-
Atapo,north-otago-surrounds,3722,-,-,-
Atapo,middleton,692,-,-,-
Atapo,manutuke,1263,-,-,-
Atapo,kaihere,3851,-,-,-
Atapo,maromaku,2671,-,-,-
